CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41206985,STATEN ISLAND,2795,RICHMOND AVENUE,10314,7184940749,09/14/2012,04N,Critical,13,A,09/14/2012,10/26/2014,Cycle Inspection / Initial Inspection
41206985,STATEN ISLAND,2795,RICHMOND AVENUE,10314,7184940749,09/14/2012,08A,Not Critical,13,A,09/14/2012,10/26/2014,Cycle Inspection / Initial Inspection
41206985,STATEN ISLAND,2795,RICHMOND AVENUE,10314,7184940749,09/14/2012,10F,Not Critical,13,A,09/14/2012,10/26/2014,Cycle Inspection / Initial Inspection
41207580,QUEENS,84-21,NORTHERN BOULEVARD,11372,7184261010,09/06/2012,04H,Critical,47,C,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41207580,QUEENS,84-21,NORTHERN BOULEVARD,11372,7184261010,09/06/2012,04N,Critical,47,C,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41207580,QUEENS,84-21,NORTHERN BOULEVARD,11372,7184261010,09/06/2012,06E,Critical,47,C,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41207580,QUEENS,84-21,NORTHERN BOULEVARD,11372,7184261010,09/06/2012,08A,Not Critical,47,C,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41207580,QUEENS,84-21,NORTHERN BOULEVARD,11372,7184261010,09/06/2012,10B,Not Critical,47,C,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41209278,BRONX,1811,RANDALL AVENUE                                                                                      ,10473,7186174795,09/10/2012,02G,Critical,26,B,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41209278,BRONX,1811,RANDALL AVENUE                                                                                      ,10473,7186174795,09/10/2012,04H,Critical,26,B,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41209278,BRONX,1811,RANDALL AVENUE                                                                                      ,10473,7186174795,09/10/2012,04M,Critical,26,B,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41209278,BRONX,1811,RANDALL AVENUE                                                                                      ,10473,7186174795,09/10/2012,10D,Not Critical,26,B,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41209994,STATEN ISLAND,694,ARTHUR KILL ROAD,10308,7182272000,09/24/2012,06D,Critical,13,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41209994,STATEN ISLAND,694,ARTHUR KILL ROAD,10308,7182272000,09/24/2012,10E,Not Critical,13,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41209994,STATEN ISLAND,694,ARTHUR KILL ROAD,10308,7182272000,09/24/2012,10F,Not Critical,13,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41210127,MANHATTAN,85,PEARL STREET,10004,2127855658,09/05/2012,02G,Critical,10,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
41210127,MANHATTAN,85,PEARL STREET,10004,2127855658,09/05/2012,06C,Critical,10,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
41210127,MANHATTAN,85,PEARL STREET,10004,2127855658,09/05/2012,06F,Critical,10,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
41210614,MANHATTAN,118,CHRISTOPHER STREET                                                                                  ,10014,2129651515,09/05/2012,06D,Critical,7,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
41210614,MANHATTAN,118,CHRISTOPHER STREET                                                                                  ,10014,2129651515,09/05/2012,10F,Not Critical,7,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
41210703,STATEN ISLAND,150,PORT RICHMOND AVENUE,10302,7188150440,09/18/2012,09B,Not Critical,5,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41210703,STATEN ISLAND,150,PORT RICHMOND AVENUE,10302,7188150440,09/18/2012,10B,Not Critical,5,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41210953,BRONX,2103,STARLING AVENUE,10462,3478513085,09/27/2012,02G,Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
41210953,BRONX,2103,STARLING AVENUE,10462,3478513085,09/27/2012,04N,Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
41210953,BRONX,2103,STARLING AVENUE,10462,3478513085,09/27/2012,08A,Not Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
41210953,BRONX,2103,STARLING AVENUE,10462,3478513085,09/27/2012,10B,Not Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
41210953,BRONX,2103,STARLING AVENUE,10462,3478513085,09/27/2012,10F,Not Critical,23,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/21/2012,,Not Applicable,0,C,09/21/2012,10/26/2014,Cycle Inspection / Reopening Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,04K,Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,04L,Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,04M,Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,04N,Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,06A,Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,08A,Not Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,08C,Not Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/19/2012,10E,Not Critical,19,,,10/26/2014,Cycle Inspection / Re-inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,02G,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,04M,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,04N,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,05D,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,08C,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,10B,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211162,BROOKLYN,887-889   ,NOSTRAND AVE                                      ,11225,7184672800,09/05/2012,10F,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41211202,BRONX,2419,GRAND CONCOURSE,10468,7185626222,09/25/2012,04C,Critical,12,A,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41211202,BRONX,2419,GRAND CONCOURSE,10468,7185626222,09/25/2012,06F,Critical,12,A,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41211202,BRONX,2419,GRAND CONCOURSE,10468,7185626222,09/13/2012,06D,Critical,8,,,10/26/2014,Cycle Inspection / Initial Inspection
41211202,BRONX,2419,GRAND CONCOURSE,10468,7185626222,09/13/2012,10F,Not Critical,8,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/18/2012,02B,Critical,23,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/18/2012,04A,Critical,23,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/18/2012,10F,Not Critical,23,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/18/2012,10J,Not Critical,23,B,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,02B,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,02G,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,04H,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,04N,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,05D,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,08A,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,10F,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41211257,BRONX,276,EAST  149 STREET                                                                                    ,10451,7186653600,09/05/2012,20F,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41211538,MANHATTAN,28,LITTLE WEST   12 STREET                                                                             ,10014,6466242444,09/18/2012,04N,Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211538,MANHATTAN,28,LITTLE WEST   12 STREET                                                                             ,10014,6466242444,09/18/2012,08A,Not Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211538,MANHATTAN,28,LITTLE WEST   12 STREET                                                                             ,10014,6466242444,09/18/2012,10B,Not Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41211538,MANHATTAN,28,LITTLE WEST   12 STREET                                                                             ,10014,6466242444,09/18/2012,22A,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Re-inspection
41211622,MANHATTAN,2726,BROADWAY                                                                                            ,10025,2122228714,09/12/2012,04H,Critical,7,A,09/12/2012,10/26/2014,Cycle Inspection / Initial Inspection
41212059,BROOKLYN,1391,CONEY ISLAND AVENUE                                                                                 ,11230,7182585400,09/24/2012,10A,Not Critical,8,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
41212059,BROOKLYN,1391,CONEY ISLAND AVENUE                                                                                 ,11230,7182585400,09/24/2012,10B,Not Critical,8,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
41212059,BROOKLYN,1391,CONEY ISLAND AVENUE                                                                                 ,11230,7182585400,09/24/2012,10C,Not Critical,8,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
41212059,BROOKLYN,1391,CONEY ISLAND AVENUE                                                                                 ,11230,7182585400,09/24/2012,10F,Not Critical,8,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
41212059,BROOKLYN,1391,CONEY ISLAND AVENUE                                                                                 ,11230,7182585400,09/24/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Re-inspection
41212471,MANHATTAN,141,WEST   21 STREET,10011,2125922548,09/14/2012,02G,Critical,7,A,09/14/2012,10/26/2014,Cycle Inspection / Initial Inspection
41212475,MANHATTAN,209,EAST 23 STREET,10010,2125922167,09/13/2012,02G,Critical,13,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41212475,MANHATTAN,209,EAST 23 STREET,10010,2125922167,09/13/2012,10B,Not Critical,13,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41212475,MANHATTAN,209,EAST 23 STREET,10010,2125922167,09/13/2012,10F,Not Critical,13,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41212707,BRONX,3227,WESTCHESTER AVENUE                                                                                  ,10461,7182397723,09/17/2012,04M,Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
41212707,BRONX,3227,WESTCHESTER AVENUE                                                                                  ,10461,7182397723,09/17/2012,08A,Not Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
41212919,QUEENS,149-01,14 AVENUE,11357,7187467575,09/04/2012,04N,Critical,6,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/27/2012,02G,Critical,11,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/27/2012,10B,Not Critical,11,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/27/2012,10F,Not Critical,11,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,02G,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,04M,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,06C,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,06D,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,06E,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,08A,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,09B,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,10B,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,10F,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41213163,MANHATTAN,136,MULBERRY STREET,10013,2129651198,09/12/2012,10H,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41215164,MANHATTAN,43,EAST 7 STREET,10003,2129823006,09/13/2012,04M,Critical,7,,,10/26/2014,Cycle Inspection / Initial Inspection
41215164,MANHATTAN,43,EAST 7 STREET,10003,2129823006,09/13/2012,04N,Critical,7,,,10/26/2014,Cycle Inspection / Initial Inspection
41215749,MANHATTAN,121,ST NICHOLAS AVENUE,10026,2129320833,09/07/2012,02G,Critical,19,B,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41215749,MANHATTAN,121,ST NICHOLAS AVENUE,10026,2129320833,09/07/2012,04M,Critical,19,B,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41215749,MANHATTAN,121,ST NICHOLAS AVENUE,10026,2129320833,09/07/2012,10F,Not Critical,19,B,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41215749,MANHATTAN,121,ST NICHOLAS AVENUE,10026,2129320833,09/07/2012,16A,Not Critical,,,,10/26/2014,Trans Fat / Re-inspection
41215975,BROOKLYN,272,SMITH STREET,11231,7188583980,09/06/2012,04N,Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41215975,BROOKLYN,272,SMITH STREET,11231,7188583980,09/06/2012,06D,Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41215975,BROOKLYN,272,SMITH STREET,11231,7188583980,09/06/2012,10B,Not Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41216370,QUEENS,69-14,MYRTLE AVENUE,11385,7186289888,09/13/2012,02G,Critical,9,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41216370,QUEENS,69-14,MYRTLE AVENUE,11385,7186289888,09/13/2012,10E,Not Critical,9,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41217325,QUEENS,96-06,ROOSEVELT AVENUE,11368,7187795608,09/06/2012,04M,Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41217325,QUEENS,96-06,ROOSEVELT AVENUE,11368,7187795608,09/06/2012,06C,Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41217325,QUEENS,96-06,ROOSEVELT AVENUE,11368,7187795608,09/06/2012,09B,Not Critical,13,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
41217992,QUEENS,24843,JERICHO TURNPIKE                                                                                    ,11426,7184701116,09/01/2012,04H,Critical,15,B,09/01/2012,10/26/2014,Cycle Inspection / Re-inspection
41217992,QUEENS,24843,JERICHO TURNPIKE                                                                                    ,11426,7184701116,09/01/2012,04L,Critical,15,B,09/01/2012,10/26/2014,Cycle Inspection / Re-inspection
41217992,QUEENS,24843,JERICHO TURNPIKE                                                                                    ,11426,7184701116,09/01/2012,10B,Not Critical,15,B,09/01/2012,10/26/2014,Cycle Inspection / Re-inspection
41218543,QUEENS,7561,31 AVENUE                                                                                           ,11370,7185050515,09/18/2012,04L,Critical,11,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41218543,QUEENS,7561,31 AVENUE                                                                                           ,11370,7185050515,09/18/2012,08A,Not Critical,11,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41218543,QUEENS,7561,31 AVENUE                                                                                           ,11370,7185050515,09/10/2012,04L,Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
41218543,QUEENS,7561,31 AVENUE                                                                                           ,11370,7185050515,09/10/2012,10F,Not Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
41218954,BROOKLYN,3428,FULTON STREET,11208,7182358881,09/26/2012,06C,Critical,13,A,09/26/2012,10/26/2014,Cycle Inspection / Initial Inspection
41218954,BROOKLYN,3428,FULTON STREET,11208,7182358881,09/26/2012,09C,Not Critical,13,A,09/26/2012,10/26/2014,Cycle Inspection / Initial Inspection
41218954,BROOKLYN,3428,FULTON STREET,11208,7182358881,09/26/2012,10B,Not Critical,13,A,09/26/2012,10/26/2014,Cycle Inspection / Initial Inspection
41218954,BROOKLYN,3428,FULTON STREET,11208,7182358881,09/26/2012,10D,Not Critical,13,A,09/26/2012,10/26/2014,Cycle Inspection / Initial Inspection
41218954,BROOKLYN,3428,FULTON STREET,11208,7182358881,09/26/2012,10F,Not Critical,13,A,09/26/2012,10/26/2014,Cycle Inspection / Initial Inspection
41219092,MANHATTAN,7,EAST 36 STREET                                                                                      ,10016,2127252353,09/12/2012,04N,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
41219092,MANHATTAN,7,EAST 36 STREET                                                                                      ,10016,2127252353,09/12/2012,06D,Critical,13,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
41219463,BROOKLYN,448,ATLANTIC AVENUE                                                                                     ,11217,7182462402,09/20/2012,04L,Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41219463,BROOKLYN,448,ATLANTIC AVENUE                                                                                     ,11217,7182462402,09/20/2012,08A,Not Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41220906,STATEN ISLAND,977,BAY STREET,10305,7183908477,09/28/2012,04H,Critical,10,,,10/26/2014,Cycle Inspection / Initial Inspection
41220906,STATEN ISLAND,977,BAY STREET,10305,7183908477,09/28/2012,10B,Not Critical,10,,,10/26/2014,Cycle Inspection / Initial Inspection
41221138,MANHATTAN,14,AVENUE A,10009,2129820543,09/10/2012,04H,Critical,10,A,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41221138,MANHATTAN,14,AVENUE A,10009,2129820543,09/10/2012,10F,Not Critical,10,A,09/10/2012,10/26/2014,Cycle Inspection / Re-inspection
41221373,MANHATTAN,792,LEXINGTON AVENUE                                                                                    ,10065,2124217800,09/07/2012,06B,Critical,11,A,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41221373,MANHATTAN,792,LEXINGTON AVENUE                                                                                    ,10065,2124217800,09/07/2012,10C,Not Critical,11,A,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41221373,MANHATTAN,792,LEXINGTON AVENUE                                                                                    ,10065,2124217800,09/07/2012,10F,Not Critical,11,A,09/07/2012,10/26/2014,Cycle Inspection / Re-inspection
41222699,BROOKLYN,630,UTICA AVENUE                                                                                        ,11203,7187742400,09/04/2012,02G,Critical,19,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
41222699,BROOKLYN,630,UTICA AVENUE                                                                                        ,11203,7187742400,09/04/2012,06A,Critical,19,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
41222699,BROOKLYN,630,UTICA AVENUE                                                                                        ,11203,7187742400,09/04/2012,09B,Not Critical,19,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
41222699,BROOKLYN,630,UTICA AVENUE                                                                                        ,11203,7187742400,09/04/2012,10F,Not Critical,19,B,09/04/2012,10/26/2014,Cycle Inspection / Re-inspection
41222931,BRONX,1051,MORRIS PARK AVENUE                                                                                  ,10461,7188226758,09/24/2012,02B,Critical,15,,,10/26/2014,Cycle Inspection / Initial Inspection
41222931,BRONX,1051,MORRIS PARK AVENUE                                                                                  ,10461,7188226758,09/24/2012,02G,Critical,15,,,10/26/2014,Cycle Inspection / Initial Inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/11/2012,10F,Not Critical,2,C,09/11/2012,10/26/2014,Cycle Inspection / Reopening Inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/10/2012,04L,Critical,16,,,10/26/2014,Cycle Inspection / Reopening Inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/10/2012,08A,Not Critical,16,,,10/26/2014,Cycle Inspection / Reopening Inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/10/2012,10B,Not Critical,16,,,10/26/2014,Cycle Inspection / Reopening Inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/05/2012,04L,Critical,37,,,10/26/2014,Cycle Inspection / Re-inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/05/2012,04N,Critical,37,,,10/26/2014,Cycle Inspection / Re-inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/05/2012,08A,Not Critical,37,,,10/26/2014,Cycle Inspection / Re-inspection
41223165,BROOKLYN,1772,ROCKAWAY PARKWAY,11236,7185312839,09/05/2012,10F,Not Critical,37,,,10/26/2014,Cycle Inspection / Re-inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,04H,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,04K,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,04N,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,06C,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,06D,Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,08A,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,08C,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,09B,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,09C,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,10B,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223288,BROOKLYN,180,FRANKLIN STREET                                   ,11222,7183892806,09/28/2012,10F,Not Critical,44,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/25/2012,02B,Critical,26,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/25/2012,04A,Critical,26,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/25/2012,04L,Critical,26,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/25/2012,08A,Not Critical,26,B,09/25/2012,10/26/2014,Cycle Inspection / Re-inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,04H,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,04N,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,08A,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,10B,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,10I,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
41223754,MANHATTAN,92,7 AVENUE SOUTH                                    ,10014,2124883900,09/14/2012,,Not Applicable,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41223822,MANHATTAN,355,AMSTERDAM AVENUE,10024,2127876631,09/10/2012,02G,Critical,8,A,09/10/2012,10/26/2014,Cycle Inspection / Initial Inspection
41223838,QUEENS,3940,BELL BOULEVARD                                                                                      ,11361,7182291100,09/13/2012,04L,Critical,9,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41223838,QUEENS,3940,BELL BOULEVARD                                                                                      ,11361,7182291100,09/13/2012,08A,Not Critical,9,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41224592,MANHATTAN,653,9 AVENUE                                          ,10036,2123335300,09/20/2012,10F,Not Critical,2,A,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
41224592,MANHATTAN,653,9 AVENUE                                          ,10036,2123335300,09/11/2012,04H,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41224592,MANHATTAN,653,9 AVENUE                                          ,10036,2123335300,09/11/2012,04N,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
